product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
PROD_001107,fashion,68,484,2,17935,38,20,55
PROD_001108,books,55,739,1,10601,80,9,14
PROD_001109,food,63,117,1,12092,37,18,68
PROD_001110,beauty,32,433,4,15120,12,13,67
PROD_001111,furniture,30,623,4,2422,50,29,56
PROD_001112,automotive,47,775,5,12161,69,49,47
PROD_001113,toys,51,448,5,11347,88,41,57
PROD_001114,toys,21,450,3,29478,93,20,59
PROD_001115,home_appliances,56,827,6,2819,66,12,48
PROD_001116,food,43,996,3,29511,19,40,38
PROD_001117,automotive,42,264,6,10354,26,47,56
PROD_001118,home_appliances,23,564,6,25450,77,46,74
PROD_001119,home_appliances,69,877,1,13022,93,25,22
PROD_001120,music,24,724,6,23357,33,10,48
PROD_001121,music,43,603,3,23382,47,25,29
PROD_001122,electronics,33,141,6,4540,70,45,59
PROD_001123,health,59,368,4,6734,13,37,80
PROD_001124,home_appliances,39,158,2,27052,56,48,40
PROD_001125,home_appliances,66,193,2,24277,46,23,11
PROD_001126,office,64,277,5,6662,65,19,47
PROD_001127,garden,70,904,1,18970,42,10,32
PROD_001128,health,65,190,5,29629,14,28,31
PROD_001129,toys,50,685,3,19203,82,8,13
PROD_001130,beauty,50,722,3,3001,27,46,40
PROD_001131,computers,29,432,3,13424,11,10,80
PROD_001132,computers,58,189,1,6782,48,19,43
PROD_001133,health,52,827,3,15598,18,17,37
PROD_001134,automotive,69,802,5,14269,98,16,69
PROD_001135,books,54,525,1,6183,73,20,47
PROD_001136,music,28,218,1,5039,13,15,21
PROD_001137,computers,64,824,2,16565,20,19,15
PROD_001138,fashion,38,706,3,18465,14,15,77
PROD_001139,automotive,23,669,5,21226,77,50,18
PROD_001140,automotive,44,793,4,9996,56,15,34
PROD_001141,fashion,56,210,6,18965,85,7,75
PROD_001142,home_appliances,24,786,2,6397,51,30,36
PROD_001143,fashion,48,255,2,25015,65,45,61
PROD_001144,furniture,23,407,6,28935,99,9,71
PROD_001145,fashion,20,978,6,7232,98,40,21
PROD_001146,automotive,27,618,4,9621,14,25,13
PROD_001147,fashion,35,839,2,25715,30,6,41
PROD_001148,beauty,36,706,3,14185,13,36,19
PROD_001149,beauty,53,586,4,11403,17,50,73
PROD_001150,furniture,42,869,6,5129,55,50,68
PROD_001151,home_appliances,34,177,4,24869,36,12,60
PROD_001152,electronics,32,778,4,21153,74,9,21
PROD_001153,garden,62,862,1,10436,98,33,13
PROD_001154,sports,68,977,5,20155,58,18,17
PROD_001155,books,45,990,4,844,11,27,45
PROD_001156,books,58,983,4,13115,97,43,41
PROD_001157,music,65,240,2,7249,98,34,17
PROD_001158,electronics,51,210,6,22421,50,38,11
PROD_001159,health,21,693,4,28498,18,22,16
PROD_001160,food,46,302,2,6083,37,24,37
PROD_001161,music,21,918,4,11163,78,36,47
PROD_001162,beauty,64,654,6,17340,80,17,31
PROD_001163,sports,49,443,5,24093,10,41,73
PROD_001164,home_appliances,29,637,3,17851,98,14,57
PROD_001165,food,41,860,3,11767,50,12,37
PROD_001166,automotive,69,217,5,13889,13,18,49
PROD_001167,food,30,896,2,14136,73,39,36
PROD_001168,food,65,600,2,13088,82,45,34
PROD_001169,home_appliances,35,644,1,1166,43,49,40
PROD_001170,books,36,549,3,17102,49,31,63
PROD_001171,computers,37,629,4,24284,71,50,44
PROD_001172,fashion,45,336,4,25224,21,13,14
PROD_001173,books,34,208,4,11009,54,15,66
PROD_001174,furniture,45,138,1,8624,55,37,48
PROD_001175,electronics,52,205,1,24652,44,21,20
PROD_001176,toys,48,282,5,3794,100,24,37
PROD_001177,office,44,170,1,13668,78,29,25
PROD_001178,fashion,39,495,1,28272,35,29,19
PROD_001179,fashion,53,722,2,13196,12,26,53
PROD_001180,toys,65,745,3,12521,54,21,32
PROD_001181,office,45,612,2,12544,74,21,39
PROD_001182,furniture,48,191,3,26542,13,17,47
PROD_001183,computers,63,379,6,22578,50,22,53
PROD_001184,music,56,462,6,13543,64,6,11
PROD_001185,sports,20,971,1,3138,86,31,27
PROD_001186,home_appliances,51,894,2,7326,76,29,70
PROD_001187,computers,37,803,2,22725,22,46,66
PROD_001188,office,33,499,5,7694,78,28,17
PROD_001189,automotive,40,957,6,20775,67,6,34
PROD_001190,beauty,21,899,6,19910,83,10,62
PROD_001191,garden,43,133,5,3819,18,17,62
PROD_001192,health,64,909,3,28153,12,20,45
PROD_001193,music,53,743,3,18514,44,17,70
PROD_001194,music,49,134,1,22743,63,16,72
PROD_001195,computers,56,438,6,21751,83,26,25
PROD_001196,beauty,31,708,3,8458,46,44,59
PROD_001197,books,56,437,3,4628,20,49,70
PROD_001198,music,64,814,3,27780,65,13,70
PROD_001199,toys,30,612,1,492,24,31,18
PROD_001200,garden,48,309,3,10128,69,42,46
PROD_001201,office,68,426,5,6133,39,25,25
PROD_001202,music,46,828,2,18148,39,15,64
PROD_001203,beauty,66,626,5,16038,21,48,15
PROD_001204,electronics,25,555,1,15341,81,11,26
PROD_001205,garden,65,737,3,20948,93,26,67
PROD_001206,books,24,855,6,7944,15,22,48
PROD_001207,food,38,192,6,28057,46,16,41
PROD_001208,toys,65,459,2,25894,79,17,37
PROD_001209,furniture,30,790,5,26631,70,50,55
PROD_001210,music,45,774,4,18901,81,12,36
PROD_001211,electronics,28,524,3,12498,45,45,68
PROD_001212,office,50,198,1,11295,76,40,26
PROD_001213,computers,66,846,1,27487,77,34,14
PROD_001214,garden,53,909,5,9196,19,5,72
PROD_001215,office,56,223,1,13748,25,9,48
PROD_001216,computers,45,363,3,12611,93,10,23
PROD_001217,automotive,52,346,1,24946,83,34,56
PROD_001218,health,39,276,6,25247,48,36,37
PROD_001219,office,69,786,5,18011,93,26,33
PROD_001220,sports,51,838,6,15922,47,40,73
PROD_001221,furniture,20,157,4,18460,81,12,28
PROD_001222,toys,35,276,3,3206,30,10,13
PROD_001223,food,30,873,2,13409,71,41,17
PROD_001224,automotive,46,781,4,13598,12,14,79
PROD_001225,books,43,836,2,18099,37,41,56
PROD_001226,furniture,24,519,3,13289,95,38,27
PROD_001227,fashion,69,834,1,27268,11,17,70
PROD_001228,electronics,68,867,5,27716,12,33,15
PROD_001229,health,35,599,5,25551,17,38,75
PROD_001230,health,66,526,6,23203,65,42,38
PROD_001231,home_appliances,22,610,6,1250,83,37,40
PROD_001232,beauty,52,377,5,5164,96,49,65
PROD_001233,furniture,66,411,5,14526,62,48,32
PROD_001234,automotive,46,455,1,28032,70,23,44
PROD_001235,health,41,504,3,14571,27,32,70
PROD_001236,books,43,793,3,3042,86,37,30
PROD_001237,food,26,557,5,8994,73,35,54
PROD_001238,electronics,22,298,3,11039,26,14,17
PROD_001239,home_appliances,47,283,4,20136,38,8,37
PROD_001240,home_appliances,67,498,6,29723,42,27,31
PROD_001241,computers,43,553,2,8014,11,44,14
PROD_001242,furniture,68,893,3,25513,15,29,39
PROD_001243,toys,25,543,5,11333,28,46,29
PROD_001244,beauty,49,509,6,15783,57,12,26
PROD_001245,toys,65,671,2,15900,91,41,13
PROD_001246,electronics,66,917,3,27643,36,30,62
PROD_001247,automotive,33,298,2,16240,65,19,37
PROD_001248,beauty,28,253,5,11731,99,30,30
PROD_001249,health,69,632,2,15348,27,19,73
PROD_001250,garden,31,290,3,24705,84,18,23
PROD_001251,electronics,34,929,2,23609,70,49,16
PROD_001252,electronics,54,809,5,10329,28,46,36
PROD_001253,beauty,22,309,6,14707,11,22,35
PROD_001254,sports,34,879,2,22473,25,45,78
PROD_001255,computers,52,315,5,9305,56,30,20
PROD_001256,home_appliances,43,761,4,29291,80,45,11
PROD_001257,beauty,49,324,4,3410,85,38,57
PROD_001258,health,63,793,1,15747,63,41,59
PROD_001259,food,21,768,6,12753,47,28,55
PROD_001260,beauty,39,845,6,4821,22,28,72
PROD_001261,garden,64,652,2,15290,89,47,30
PROD_001262,books,38,130,3,6858,28,45,67
PROD_001263,sports,61,716,4,17217,77,28,36
PROD_001264,beauty,66,235,5,18322,37,45,14
PROD_001265,sports,58,567,5,29924,87,34,76
PROD_001266,music,33,793,2,2731,98,28,12
PROD_001267,sports,30,196,5,16805,57,42,63
PROD_001268,toys,43,898,1,22412,97,6,26
PROD_001269,toys,20,505,4,14334,93,38,61
PROD_001270,garden,62,885,1,13314,92,34,38
PROD_001271,beauty,51,527,4,3167,48,41,78
PROD_001272,books,35,245,5,19222,55,44,21
PROD_001273,computers,66,100,2,17392,52,16,49
PROD_001274,home_appliances,50,490,2,5103,23,25,55
PROD_001275,automotive,68,510,2,29838,96,33,47
PROD_001276,sports,56,792,4,7566,86,43,42
PROD_001277,automotive,41,710,3,336,35,40,54
PROD_001278,toys,70,861,3,13690,56,32,57
PROD_001279,sports,24,581,1,16927,72,18,14
PROD_001280,electronics,29,856,1,614,94,14,69
PROD_001281,sports,44,787,4,7356,97,15,54
PROD_001282,office,44,772,4,6813,100,16,31
PROD_001283,office,33,391,5,14911,44,41,37
PROD_001284,automotive,24,536,6,12926,10,11,25
PROD_001285,electronics,58,110,3,18080,76,32,60
PROD_001286,office,66,123,6,14595,36,14,62
PROD_001287,beauty,39,873,4,25447,81,41,35
PROD_001288,garden,50,626,3,20220,56,45,45
PROD_001289,fashion,50,541,1,25884,88,47,12
PROD_001290,automotive,32,607,1,13693,47,50,56
PROD_001291,garden,55,210,1,9457,54,36,41
PROD_001292,office,37,528,4,18930,48,21,73
PROD_001293,health,33,805,2,17780,66,40,17
PROD_001294,office,69,905,6,10768,26,37,13
PROD_001295,garden,41,498,4,11397,21,40,34
PROD_001296,furniture,54,918,3,24353,67,33,21
PROD_001297,automotive,53,871,5,16564,40,33,45
PROD_001298,sports,36,463,1,19964,61,37,50
PROD_001299,automotive,33,615,1,13045,30,25,17
PROD_001300,home_appliances,35,146,5,28299,83,46,59
PROD_001301,beauty,45,921,5,21064,31,21,38
PROD_001302,beauty,69,995,2,11841,42,38,61
PROD_001303,automotive,41,281,1,6216,23,48,55
PROD_001304,books,22,942,2,16628,67,9,10
PROD_001305,food,54,146,2,10917,49,31,47
PROD_001306,books,47,100,3,19348,17,18,71
PROD_001307,books,36,551,3,15158,65,42,25
PROD_001308,garden,67,183,4,2756,33,16,24
PROD_001309,health,41,145,2,23923,83,48,61
PROD_001310,office,40,459,5,25942,62,50,74
PROD_001311,office,64,171,6,18549,91,7,15
PROD_001312,health,39,225,3,17176,87,19,37
PROD_001313,sports,43,234,5,13730,94,30,10
PROD_001314,fashion,34,627,3,10443,10,6,31
PROD_001315,automotive,41,904,4,6424,76,5,23
PROD_001316,computers,21,170,2,28135,47,27,69
PROD_001317,fashion,54,194,3,18415,17,29,21
PROD_001318,automotive,38,722,5,25355,84,12,34
PROD_001319,computers,45,740,6,12344,14,27,53
PROD_001320,fashion,56,197,6,26739,85,19,62
PROD_001321,food,48,183,5,14291,94,36,19
PROD_001322,furniture,20,649,1,21137,49,44,28
PROD_001323,automotive,33,824,2,24715,81,50,56
PROD_001324,electronics,51,818,1,19766,64,10,29
PROD_001325,automotive,34,312,2,2532,34,22,55
PROD_001326,home_appliances,28,143,5,28658,43,7,16
PROD_001327,music,33,589,6,2493,70,36,56
PROD_001328,food,55,457,4,5162,67,21,79
PROD_001329,electronics,44,509,1,2337,98,16,63
PROD_001330,health,67,234,6,1175,93,19,17
PROD_001331,books,57,950,3,2506,64,25,72
PROD_001332,garden,25,272,1,3962,80,32,16
PROD_001333,music,61,164,5,2782,25,47,26
PROD_001334,music,62,827,6,25656,39,48,38
PROD_001335,sports,23,286,3,11803,84,37,73
PROD_001336,automotive,66,238,1,14163,29,19,24
PROD_001337,health,38,935,6,11268,86,32,74
PROD_001338,office,58,966,1,27815,12,42,59
PROD_001339,garden,26,684,4,28286,80,8,46
PROD_001340,toys,21,452,2,3018,18,14,16
PROD_001341,music,33,911,4,292,76,12,61
PROD_001342,health,37,894,1,22678,81,5,42
PROD_001343,beauty,67,915,4,27619,15,39,19
PROD_001344,office,59,611,1,8510,14,40,40
PROD_001345,beauty,47,677,3,8738,45,41,55
PROD_001346,electronics,45,111,5,22385,52,37,14
PROD_001347,books,28,808,4,8694,53,30,65
PROD_001348,automotive,55,325,6,20358,91,39,54
PROD_001349,automotive,61,141,4,8550,28,43,45
PROD_001350,fashion,39,246,6,20372,94,6,47
PROD_001351,automotive,42,565,6,14618,65,16,50
PROD_001352,music,32,790,6,17586,46,34,61
PROD_001353,health,44,719,1,28874,86,27,34
PROD_001354,electronics,26,500,3,16332,27,38,61
PROD_001355,fashion,50,400,6,23437,58,38,50
PROD_001356,automotive,20,237,6,12794,26,43,67
PROD_001357,books,25,223,4,12779,27,39,61
PROD_001358,books,20,886,2,10207,86,38,26
PROD_001359,beauty,45,997,5,19580,90,48,62
PROD_001360,furniture,61,147,1,13070,57,29,30
PROD_001361,music,51,863,4,27019,97,23,15
PROD_001362,home_appliances,24,472,4,4429,36,10,28
PROD_001363,toys,29,380,2,6754,53,14,53
PROD_001364,music,67,499,1,122,76,25,76
PROD_001365,music,59,416,5,12895,18,33,33
PROD_001366,fashion,43,969,1,11224,29,5,56
PROD_001367,computers,66,333,3,6627,21,17,25
PROD_001368,food,37,480,4,645,52,44,39
PROD_001369,beauty,62,252,2,4996,26,50,25
PROD_001370,electronics,58,187,2,28876,84,22,43
PROD_001371,computers,67,331,6,3671,45,49,19
PROD_001372,beauty,21,926,5,25987,72,37,38
PROD_001373,beauty,64,919,2,22412,91,34,71
PROD_001374,automotive,68,657,2,22682,48,7,29
PROD_001375,fashion,27,537,5,4925,39,10,37
PROD_001376,furniture,59,679,6,29630,76,10,74
PROD_001377,fashion,61,115,1,26446,97,41,59
PROD_001378,home_appliances,39,266,4,11365,69,38,65
PROD_001379,health,33,795,3,11949,74,35,67
PROD_001380,beauty,69,991,3,28504,26,31,37
PROD_001381,health,64,407,5,17227,78,14,35
PROD_001382,office,68,605,6,4985,50,24,47
PROD_001383,office,31,231,6,10648,35,25,24
PROD_001384,fashion,49,639,6,18355,33,40,13
PROD_001385,toys,22,355,3,11123,56,19,80
PROD_001386,office,53,291,5,15557,30,5,43
PROD_001387,furniture,45,584,4,12541,58,50,15
PROD_001388,food,28,653,5,16324,48,25,74
PROD_001389,furniture,25,840,6,4339,17,45,70
PROD_001390,toys,33,173,6,27690,37,50,59
PROD_001391,food,43,718,2,3466,57,50,27
PROD_001392,books,28,197,6,21557,14,35,47
PROD_001393,office,25,363,3,7304,10,45,25
PROD_001394,electronics,44,183,3,9476,55,14,58
PROD_001395,computers,39,460,6,15217,49,22,36
PROD_001396,sports,24,709,5,27959,71,11,25
PROD_001397,garden,43,332,2,26926,41,22,67
PROD_001398,home_appliances,59,542,5,15415,13,10,13
PROD_001399,health,22,864,2,26046,91,24,38
PROD_001400,beauty,39,714,5,16363,56,50,79
PROD_001401,office,42,933,5,23592,62,45,18
PROD_001402,office,53,636,5,3125,70,37,61
PROD_001403,electronics,65,928,2,3888,56,41,29
PROD_001404,furniture,58,361,2,15053,65,19,75
PROD_001405,home_appliances,51,395,5,28525,15,18,37
PROD_001406,fashion,30,271,2,7607,87,25,43
PROD_001407,food,22,1000,4,551,47,33,36
PROD_001408,garden,27,419,6,28882,77,18,60
PROD_001409,food,49,417,4,15553,73,21,10
PROD_001410,furniture,21,326,4,12715,62,27,61
PROD_001411,electronics,20,788,4,12474,27,15,80
PROD_001412,music,29,223,2,25902,97,46,78
PROD_001413,home_appliances,27,694,2,28238,74,31,78
PROD_001414,home_appliances,50,668,3,25087,66,13,64
PROD_001415,beauty,65,909,2,19718,36,17,11
PROD_001416,computers,39,839,3,21197,85,32,31
PROD_001417,garden,68,137,4,13236,94,30,14
PROD_001418,computers,37,656,3,7689,22,16,35
PROD_001419,beauty,61,370,2,11242,76,22,21
PROD_001420,fashion,53,773,3,28287,65,27,22
PROD_001421,home_appliances,36,285,1,1053,59,20,69
PROD_001422,food,63,190,4,24910,100,6,49
PROD_001423,food,65,843,2,25963,58,21,77
PROD_001424,fashion,25,805,4,23909,53,42,54
PROD_001425,computers,43,855,5,26527,90,50,57
PROD_001426,automotive,36,270,1,20503,41,36,35
PROD_001427,computers,26,313,4,6438,98,30,53
PROD_001428,automotive,51,281,4,13198,69,32,76
PROD_001429,furniture,50,599,3,18710,36,28,64
PROD_001430,fashion,33,953,3,3026,72,21,19
PROD_001431,automotive,42,325,5,869,80,46,79
PROD_001432,health,39,283,4,25876,72,13,34
PROD_001433,sports,58,721,1,22368,72,30,24
PROD_001434,toys,21,133,1,2557,20,19,23
PROD_001435,toys,39,638,1,10186,46,16,35
PROD_001436,books,36,611,5,5221,19,21,11
PROD_001437,fashion,20,984,6,17289,60,11,59
PROD_001438,health,36,945,4,23169,87,6,49
PROD_001439,music,60,919,6,19852,83,10,53
PROD_001440,computers,50,329,5,21775,13,29,68
PROD_001441,automotive,56,490,4,21933,39,29,67
PROD_001442,home_appliances,22,698,6,13023,25,7,33
PROD_001443,health,32,569,2,14267,49,19,32
PROD_001444,electronics,43,621,4,18699,82,33,30
PROD_001445,computers,37,471,5,15467,23,47,56
PROD_001446,toys,63,554,5,6505,30,36,69
PROD_001447,electronics,27,218,6,11098,49,48,22
PROD_001448,music,49,792,4,6837,90,16,62
PROD_001449,electronics,57,534,5,11251,62,37,80
PROD_001450,office,54,988,6,22600,80,31,18
PROD_001451,electronics,68,636,3,22170,87,35,35
PROD_001452,toys,52,487,4,28345,85,23,37
PROD_001453,office,32,975,4,9072,44,36,16
PROD_001454,home_appliances,44,305,2,16156,60,36,64
PROD_001455,computers,68,995,3,19581,60,21,52
PROD_001456,food,48,771,6,12789,59,44,43
PROD_001457,music,57,748,3,14603,20,27,55
PROD_001458,music,60,928,6,7918,45,33,42
PROD_001459,music,40,763,1,23591,91,13,42
PROD_001460,electronics,69,473,2,14605,73,15,10
PROD_001461,food,66,379,6,27354,77,44,60
PROD_001462,toys,34,757,5,8577,52,6,40
PROD_001463,furniture,42,386,5,28506,14,35,77
PROD_001464,electronics,43,335,5,7175,35,39,57
PROD_001465,computers,45,694,2,6212,87,12,41
PROD_001466,books,58,488,3,24359,77,7,45
PROD_001467,health,69,129,4,7355,68,18,17
PROD_001468,health,37,189,3,142,59,18,32
PROD_001469,health,65,363,1,10396,23,7,28
PROD_001470,books,43,628,2,28586,78,33,65
PROD_001471,sports,32,398,4,15411,45,46,64
PROD_001472,beauty,64,907,4,28403,65,7,41
PROD_001473,sports,28,597,2,27043,83,44,70
PROD_001474,beauty,27,443,5,4904,16,50,46
PROD_001475,music,24,154,1,792,32,45,72
PROD_001476,books,22,594,5,3710,97,43,51
PROD_001477,fashion,45,406,5,8697,85,34,70
PROD_001478,automotive,60,580,2,17085,35,20,12
PROD_001479,books,25,369,3,7143,51,33,57
PROD_001480,beauty,65,584,5,19434,36,26,12
PROD_001481,health,42,784,6,22587,33,31,14
PROD_001482,home_appliances,68,578,1,23896,61,38,70
PROD_001483,toys,47,874,4,2081,71,10,79
PROD_001484,garden,27,263,5,6074,40,30,22
PROD_001485,music,33,683,1,4273,34,36,69
PROD_001486,beauty,43,712,6,19375,76,24,23
PROD_001487,office,67,312,2,16425,62,37,67
PROD_001488,electronics,41,810,5,25609,11,36,18
PROD_001489,health,22,743,4,27789,92,28,25
PROD_001490,computers,21,938,4,8859,15,36,14
PROD_001491,furniture,53,309,5,22406,92,24,66
PROD_001492,food,66,375,5,6531,11,19,42
PROD_001493,food,69,459,4,7081,65,26,46
PROD_001494,office,63,107,3,28858,43,44,26
PROD_001495,furniture,31,626,1,20230,11,17,25
PROD_001496,music,48,667,5,8123,94,29,42
PROD_001497,sports,67,184,4,16236,76,25,74
PROD_001498,music,37,367,3,29222,15,40,50
PROD_001499,office,57,320,1,6650,33,45,14
PROD_001500,furniture,60,480,4,266,53,14,64
PROD_001501,automotive,59,899,1,4169,56,15,36
PROD_001502,music,61,138,2,19991,86,47,61
PROD_001503,books,32,324,1,19773,31,20,55
PROD_001504,music,45,461,3,205,41,6,66
PROD_001505,automotive,61,707,1,26420,55,22,17
PROD_001506,health,31,799,4,6931,30,6,25
PROD_001507,home_appliances,60,723,3,7145,21,40,51
PROD_001508,electronics,21,399,2,6669,20,47,78
PROD_001509,home_appliances,64,139,6,28094,59,38,26
PROD_001510,health,23,408,5,28755,25,49,14
PROD_001511,automotive,35,157,3,9842,77,23,67
PROD_001512,sports,53,467,4,24888,72,43,67
PROD_001513,computers,33,700,5,24625,29,22,52
PROD_001514,garden,63,435,2,17344,23,28,20
PROD_001515,food,30,597,2,28266,96,17,75
PROD_001516,music,28,547,3,28016,26,42,55
PROD_001517,music,26,616,3,6151,56,28,69
PROD_001518,garden,46,892,5,25771,77,47,20
PROD_001519,toys,41,705,1,8084,16,37,25
PROD_001520,automotive,47,845,6,28031,89,26,48
PROD_001521,beauty,67,613,4,12803,23,48,53
PROD_001522,electronics,65,880,3,16893,80,23,24
PROD_001523,computers,65,965,3,24253,13,37,27
PROD_001524,garden,36,395,4,23425,47,7,40
PROD_001525,computers,41,127,4,27974,62,43,56
PROD_001526,toys,70,460,5,22964,36,28,52
PROD_001527,food,52,179,1,16739,27,47,29
PROD_001528,furniture,48,894,3,9931,67,33,73
PROD_001529,computers,51,378,3,18922,33,28,46
PROD_001530,computers,65,220,2,7204,75,33,28
PROD_001531,music,38,854,5,26715,41,35,70
PROD_001532,automotive,22,117,4,2135,100,23,52
PROD_001533,computers,43,714,3,18037,49,41,63
PROD_001534,furniture,36,836,1,14399,64,13,35
PROD_001535,garden,56,449,4,21693,72,12,29
PROD_001536,toys,43,700,2,11356,13,15,67
PROD_001537,books,48,369,5,24159,12,29,48
PROD_001538,fashion,70,258,2,16183,28,48,71
PROD_001539,books,43,302,1,9374,57,12,35
PROD_001540,beauty,26,608,6,26941,16,8,53
PROD_001541,beauty,43,444,5,7985,47,27,55
PROD_001542,automotive,41,950,3,14358,33,12,64
PROD_001543,food,62,319,2,12322,94,35,63
PROD_001544,books,52,155,5,26981,88,27,10
PROD_001545,beauty,67,694,1,1082,74,31,16
PROD_001546,beauty,32,181,4,3009,57,26,70
PROD_001547,food,40,884,2,3163,90,50,68
PROD_001548,automotive,34,328,4,18318,59,7,41
PROD_001549,music,24,784,6,13870,14,38,76
PROD_001550,food,54,458,6,22356,13,10,14
PROD_001551,toys,43,909,5,6552,86,10,21
PROD_001552,fashion,43,961,2,5775,15,15,61
PROD_001553,beauty,23,133,5,23305,34,48,40
PROD_001554,office,33,684,4,8062,73,42,15
PROD_001555,home_appliances,20,781,6,29246,40,39,67
PROD_001556,food,30,770,1,18436,78,44,37
PROD_001557,food,39,390,4,17130,22,31,67
PROD_001558,books,45,354,6,29000,44,13,11
PROD_001559,food,34,406,5,23016,21,16,47
PROD_001560,home_appliances,67,884,4,14352,47,35,45
PROD_001561,home_appliances,66,935,4,10158,45,6,42
PROD_001562,furniture,61,672,2,25216,97,15,73
PROD_001563,automotive,47,516,2,14594,86,46,51
PROD_001564,food,25,799,6,18111,70,33,48
PROD_001565,beauty,59,680,2,10294,59,38,67
PROD_001566,garden,25,413,3,12683,88,18,52
PROD_001567,sports,25,929,3,10922,65,30,49
PROD_001568,garden,29,300,5,9247,11,14,58
PROD_001569,health,70,697,1,27850,81,41,58
PROD_001570,beauty,69,703,4,12895,63,47,76
PROD_001571,fashion,27,777,5,6065,27,41,28
PROD_001572,sports,62,890,6,20748,92,13,44
PROD_001573,books,55,602,2,6186,16,19,69
PROD_001574,sports,34,597,6,18384,44,8,59
PROD_001575,garden,65,165,2,16965,62,36,48
PROD_001576,office,53,434,4,16531,41,8,43
PROD_001577,health,41,435,5,12717,97,25,67
PROD_001578,garden,45,767,6,26013,57,34,74
PROD_001579,books,55,793,1,1873,55,26,18
PROD_001580,music,67,234,4,20979,71,46,64
PROD_001581,beauty,60,361,5,8749,37,31,38
PROD_001582,home_appliances,49,137,3,13570,23,21,65
PROD_001583,toys,32,357,3,5918,15,8,47
PROD_001584,home_appliances,25,801,5,14232,66,21,68
PROD_001585,office,26,986,3,4598,16,20,51
PROD_001586,fashion,60,688,1,18831,77,27,12
PROD_001587,health,41,518,3,20656,22,20,38
PROD_001588,toys,55,427,1,17906,21,45,43
PROD_001589,sports,31,952,2,23351,82,37,70
PROD_001590,computers,47,520,6,6811,33,36,16
PROD_001591,health,37,231,2,6799,80,11,10
PROD_001592,books,22,861,5,20272,19,36,15
PROD_001593,electronics,43,254,2,19863,20,38,44
PROD_001594,toys,49,958,6,25610,47,42,62
PROD_001595,toys,59,712,1,11036,26,35,12
PROD_001596,office,31,459,5,20430,64,11,24
PROD_001597,health,38,320,3,29708,74,17,15
PROD_001598,beauty,20,742,4,15800,56,12,38
PROD_001599,electronics,47,178,1,19608,29,13,23
PROD_001600,books,55,701,4,9520,53,17,68
PROD_001601,fashion,38,557,2,27440,29,7,46
PROD_001602,sports,25,724,2,14631,46,20,21
PROD_001603,home_appliances,46,535,4,11614,60,7,32
PROD_001604,sports,32,511,1,29733,62,27,53
PROD_001605,food,21,528,2,8309,68,25,52
PROD_001606,toys,29,531,4,4649,16,48,40
PROD_001607,books,60,584,6,1982,28,34,50
PROD_001608,fashion,20,107,3,29703,97,32,80
PROD_001609,furniture,22,536,5,189,50,34,19
PROD_001610,health,24,282,1,22966,76,10,59
PROD_001611,furniture,64,713,2,26648,33,20,56
PROD_001612,health,70,292,5,26427,39,49,39
PROD_001613,electronics,60,985,3,9033,77,23,50
PROD_001614,fashion,46,438,4,26894,17,33,47
PROD_001615,sports,29,981,1,23242,77,19,14
PROD_001616,home_appliances,37,280,4,22493,43,31,77
PROD_001617,health,41,743,6,10943,24,41,13
PROD_001618,home_appliances,66,135,3,2355,93,9,51
PROD_001619,office,39,657,5,1174,50,11,16
PROD_001620,automotive,34,294,3,12923,56,20,38
PROD_001621,books,32,882,2,313,50,35,57
PROD_001622,office,39,298,4,23055,16,5,79
PROD_001623,computers,38,222,4,25366,43,19,67
PROD_001624,computers,48,133,6,21293,28,11,69
PROD_001625,electronics,67,376,4,2114,24,16,53
PROD_001626,office,64,994,5,5658,80,48,38
PROD_001627,music,33,742,5,24507,70,10,67
PROD_001628,garden,54,483,4,17440,23,34,58
PROD_001629,automotive,48,483,1,11719,87,11,73
PROD_001630,office,35,805,5,7930,13,49,18
PROD_001631,electronics,63,455,6,11997,85,10,58
PROD_001632,automotive,69,661,2,8205,93,9,72
PROD_001633,automotive,33,484,3,21188,73,6,76
PROD_001634,automotive,65,936,3,23780,48,7,59
PROD_001635,toys,65,834,6,9799,55,14,52
PROD_001636,automotive,32,961,3,15405,12,47,73
PROD_001637,music,44,985,3,319,83,21,60
PROD_001638,home_appliances,20,580,5,28959,92,25,64
PROD_001639,home_appliances,61,838,2,14851,24,42,30
PROD_001640,books,21,878,2,27303,90,47,59
PROD_001641,health,67,938,1,4074,81,32,75
PROD_001642,music,21,857,1,964,87,19,65
PROD_001643,music,20,701,6,2328,85,22,10
PROD_001644,music,55,168,6,15414,16,8,35
PROD_001645,home_appliances,51,806,4,21948,31,38,13
PROD_001646,toys,62,782,6,17266,69,34,72
PROD_001647,music,51,903,1,2873,45,47,69
PROD_001648,home_appliances,64,494,5,4341,22,11,52
PROD_001649,books,61,771,6,19757,61,24,65
PROD_001650,electronics,51,560,2,20931,50,43,56
PROD_001651,books,64,917,5,22573,24,42,31
PROD_001652,home_appliances,22,462,1,6806,57,30,40
PROD_001653,music,66,953,5,24300,94,34,46
PROD_001654,office,53,901,6,20082,32,27,15
PROD_001655,electronics,51,465,1,14007,69,22,77
PROD_001656,books,60,584,2,11998,79,12,80
PROD_001657,home_appliances,66,215,4,23920,73,21,75
PROD_001658,furniture,38,611,4,19997,40,28,52
PROD_001659,garden,55,414,2,17697,40,28,59
